Time (s),Roll Rate (deg/s),Pitch Rate (deg/s),Yaw Rate (deg/s),X acc (m/s2),Y acc (m/s2),Z acc (m/s2),Roll (deg),Pitch (deg),Yaw (deg),N pos (m),E pos (m),Elevation (m),GPS Speed (m/s),Airspeed (m/s),Aileron (deg),Elevator (deg),Thrust (normalized),Rudder (deg)
754.48,0.070922,0.080108,0.21073,1.0017,-0.057678,-9.7332,0.47719,1.48,-0.04,5.7571,-4.3167,-0.0038215,0.05755,-0.098351,0.075512,1.3867,0.00079807,0.030188
754.5,0.10694,0.09915,0.18496,1.0027,-0.065254,-9.7127,0.46209,1.48,-0.04,5.7583,-4.3156,-0.0043435,0.05459,-0.10545,0.084747,1.3791,0.0010485,0.013457
754.52,0.10271,0.073207,0.21061,1.0015,-0.061479,-9.7163,0.44703,1.48,-0.04,5.7595,-4.3145,-0.0048587,0.05163,-0.12804,0.090373,1.3745,0.0012011,0.0016325
754.54,0.0884,0.082103,0.2416,0.99842,-0.056743,-9.7296,0.43211,1.48,-0.04,5.7605,-4.3134,-0.0053485,0.048671,-0.15062,0.081164,1.3821,0.00095136,0.0099742
754.56,0.083605,0.08288,0.18065,0.99723,-0.059112,-9.7457,0.41721,1.4791,-0.040929,5.7615,-4.3123,-0.0058023,0.045711,-0.1732,0.071955,1.3897,0.0007016,0.018316
754.58,0.086982,0.071393,0.19498,0.99508,-0.055916,-9.7311,0.40242,1.4741,-0.045861,5.7624,-4.3111,-0.0061161,0.042752,-0.19579,0.062746,1.3973,0.00045183,0.026658
754.6,0.081168,0.031687,0.20006,0.98487,-0.070107,-9.7483,0.38677,1.4692,-0.049192,5.7632,-4.31,-0.0064334,0.039792,-0.20534,0.053538,1.4049,0.00020207,0.034999
754.62,0.087318,0.06683,0.22835,1.0011,-0.078825,-9.7437,0.36666,1.4642,-0.044166,5.764,-4.3088,-0.0067675,0.036832,-0.16055,0.046087,1.4096,0,0.04334
754.64,0.099213,0.050689,0.19548,1.0025,-0.085093,-9.7351,0.34751,1.46,-0.040831,5.7647,-4.3076,-0.0071795,0.033873,-0.11576,0.046087,1.402,0,0.051674
754.66,0.10551,0.053163,0.19242,0.99355,-0.07801,-9.737,0.33295,1.46,-0.045684,5.7656,-4.3064,-0.0079363,0.034465,-0.070971,0.046087,1.3944,0,0.060009
754.68,0.099592,0.075555,0.20392,0.99187,-0.078611,-9.7228,0.31943,1.46,-0.05,5.7664,-4.3052,-0.0087495,0.046318,-0.026182,0.046087,1.3868,0,0.068344
754.7,0.048885,0.07664,0.17727,1.0011,-0.071661,-9.7241,0.31423,1.46,-0.05,5.7673,-4.3039,-0.0099474,0.058172,-0.00096513,0.046087,1.3792,0,0.076678
754.72,0.061958,0.090978,0.22299,1.0014,-0.065368,-9.7247,0.31,1.46,-0.049065,5.7683,-4.3025,-0.011125,0.070026,-0.053047,0.044411,1.3743,-4.55E-05,0.083496
754.74,0.020862,0.092584,0.23122,0.9939,-0.061963,-9.7387,0.31,1.46,-0.044056,5.769,-4.3012,-0.012219,0.08188,-0.10513,0.0352,1.382,-0.00029529,0.083496
754.76,0.015234,0.072306,0.18786,0.98735,-0.063478,-9.7467,0.30905,1.46,-0.04,5.7698,-4.2999,-0.013337,0.093734,-0.15721,0.025989,1.3896,-0.00054512,0.083496
754.78,0.043353,0.10233,0.20402,1.001,-0.074528,-9.7363,0.30407,1.46,-0.04,5.7704,-4.2985,-0.014553,0.10559,-0.20929,0.016778,1.3972,-0.00079494,0.083496
754.8,0.055014,0.12462,0.20117,1.0007,-0.074988,-9.7257,0.29909,1.46,-0.04,5.771,-4.2972,-0.015756,0.11744,-0.24134,0.0075669,1.4048,-0.0010448,0.083496
754.82,0.044178,0.13199,0.25017,0.99023,-0.071075,-9.7272,0.29412,1.46,-0.04,5.7715,-4.2959,-0.016903,0.12929,-0.20262,0.0016481,1.4097,-0.0012053,0.083496
754.84,0.079038,0.10532,0.24502,0.98742,-0.067348,-9.711,0.29,1.46,-0.04,5.7719,-4.2946,-0.017944,0.14115,-0.1639,0.010881,1.4021,-0.00095488,0.083496
754.86,0.079431,0.070615,0.21378,0.99283,-0.052613,-9.7236,0.29,1.46,-0.04,5.7716,-4.2935,-0.018515,0.1488,-0.12517,0.020114,1.3945,-0.00070446,0.083496
754.88,0.050754,0.064179,0.18109,0.99625,-0.047836,-9.7315,0.28798,1.46,-0.040504,5.7712,-4.2923,-0.01904,0.14202,-0.086451,0.029347,1.3868,-0.00045404,0.083496
754.9,0.032617,0.073919,0.21632,0.99599,-0.050151,-9.7354,0.26698,1.46,-0.045755,5.7702,-4.2912,-0.019199,0.13523,-0.05995,0.03858,1.3792,-0.00020362,0.083496
754.92,0.048698,0.040513,0.24341,0.98801,-0.055719,-9.7339,0.24529,1.46,-0.049059,5.7692,-4.2901,-0.019364,0.12844,-0.078085,0.046087,1.373,0,0.083496
754.94,0.0040083,0.073434,0.26036,0.98841,-0.06047,-9.72,0.22073,1.46,-0.044146,5.7682,-4.289,-0.019548,0.12166,-0.09622,0.046087,1.373,0,0.083496
754.96,0.0056508,0.079971,0.21754,0.98752,-0.064192,-9.7242,0.19687,1.4608,-0.04,5.7672,-4.2879,-0.019774,0.11487,-0.11435,0.046087,1.373,0,0.083496
754.98,0.077199,0.11325,0.17573,0.99888,-0.066079,-9.7345,0.17682,1.4658,-0.04,5.7662,-4.2868,-0.020205,0.10809,-0.13249,0.046087,1.373,0,0.083496
755,0.048186,0.073094,0.20102,1.0008,-0.05436,-9.7337,0.15677,1.47,-0.040809,5.7652,-4.2856,-0.020637,0.1013,-0.14285,0.046087,1.373,0,0.083496
755.02,0.062635,0.06527,0.2086,1.0004,-0.055687,-9.7266,0.13667,1.47,-0.045832,5.7643,-4.2845,-0.021071,0.094512,-0.12105,0.047864,1.373,0,0.083496
755.04,0.04123,0.11378,0.23333,0.99236,-0.062853,-9.7458,0.11588,1.47,-0.050823,5.7632,-4.2833,-0.021413,0.087725,-0.099241,0.057077,1.373,0,0.083496
755.06,0.007654,0.019826,0.22473,0.98726,-0.06744,-9.7402,0.091714,1.47,-0.055657,5.762,-4.2822,-0.021333,0.086905,-0.077434,0.066289,1.373,0,0.083496
755.08,0.018599,0.053022,0.21748,0.99164,-0.061868,-9.7383,0.071065,1.47,-0.06,5.7608,-4.2811,-0.0212,0.1067,-0.055628,0.075501,1.373,0,0.083496
755.1,0.026965,0.094355,0.19743,0.99759,-0.059886,-9.72,0.081545,1.47,-0.06,5.7593,-4.2799,-0.020645,0.12649,-0.043382,0.084713,1.373,0,0.083496
755.12,-0.0074318,0.092372,0.20897,0.9905,-0.064757,-9.7474,0.091933,1.47,-0.059034,5.7578,-4.2787,-0.020117,0.14629,-0.066378,0.090424,1.373,0,0.083496
755.14,0.013263,0.064107,0.21861,0.98615,-0.066452,-9.7446,0.10193,1.47,-0.054033,5.7564,-4.2775,-0.019696,0.16608,-0.089374,0.081211,1.373,0,0.083496
755.16,0.056682,0.086608,0.23436,0.98997,-0.06941,-9.7323,0.11192,1.471,-0.05,5.755,-4.2763,-0.019277,0.18587,-0.11237,0.071997,1.373,0,0.083496
755.18,0.053022,0.10581,0.24028,0.99722,-0.048988,-9.7329,0.12183,1.4759,-0.05,5.7536,-4.2751,-0.018867,0.20567,-0.13537,0.062784,1.373,0,0.083496
755.2,0.0672,0.07243,0.19532,1.0022,-0.063211,-9.7211,0.13263,1.4809,-0.05,5.7522,-4.2739,-0.018474,0.22546,-0.1526,0.053571,1.373,0,0.083496
755.22,0.095654,0.05706,0.20078,0.99197,-0.069744,-9.7313,0.14758,1.4859,-0.05,5.7507,-4.2726,-0.01815,0.24525,-0.14839,0.046087,1.373,4.69E-05,0.083496
755.24,0.06252,0.087839,0.18763,1.0002,-0.058438,-9.733,0.16164,1.4908,-0.05,5.7494,-4.2711,-0.017816,0.26505,-0.14417,0.046087,1.373,0.00029688,0.083496
755.26,-0.004246,0.09067,0.19756,0.98008,-0.049082,-9.7232,0.17136,1.4957,-0.05,5.7484,-4.2686,-0.017433,0.2753,-0.13995,0.046087,1.373,0.00054684,0.083496
755.28,0.0070696,0.076399,0.19107,0.98419,-0.054128,-9.7284,0.18173,1.5023,-0.05,5.7474,-4.2659,-0.017041,0.2546,-0.13574,0.046087,1.373,0.00079679,0.083496
755.3,0.038382,0.088135,0.21412,1.0029,-0.060754,-9.7285,0.19735,1.5231,-0.05,5.7466,-4.2618,-0.016584,0.23391,-0.13061,0.046087,1.373,0.0010467,0.083496
755.32,0.048406,0.076638,0.22998,0.98785,-0.059467,-9.7339,0.21379,1.5447,-0.05,5.7457,-4.2578,-0.016148,0.21321,-0.12221,0.047811,1.373,0.00125,0.080374
755.34,0.049196,0.065099,0.23612,0.97645,-0.070447,-9.7298,0.23375,1.5697,-0.05,5.7449,-4.2541,-0.015791,0.19251,-0.11382,0.057035,1.373,0.00125,0.063663
755.36,0.085019,0.071007,0.23501,1.0028,-0.071708,-9.7284,0.25369,1.5946,-0.05,5.7441,-4.2505,-0.015465,0.17181,-0.10542,0.066259,1.373,0.00125,0.046952
755.38,0.085632,0.083988,0.21341,0.99824,-0.057631,-9.7131,0.27359,1.6195,-0.05,5.7432,-4.247,-0.015265,0.15111,-0.097021,0.075483,1.373,0.00125,0.030241
755.4,0.068287,0.063662,0.18751,0.98766,-0.060629,-9.7245,0.29349,1.6444,-0.05,5.7423,-4.2435,-0.015073,0.13041,-0.085488,0.084707,1.373,0.00125,0.01353
755.42,0.064338,0.077125,0.22902,0.98098,-0.073366,-9.7114,0.31344,1.6693,-0.05,5.7414,-4.2401,-0.014918,0.10971,-0.062232,0.092175,1.373,0.0012025,0.0031761
755.44,0.028266,0.072603,0.23132,0.98334,-0.06179,-9.7227,0.33329,1.6941,-0.049177,5.7405,-4.2368,-0.014745,0.089014,-0.038976,0.092175,1.373,0.00095266,0.019861
755.46,0.019371,0.057451,0.20413,0.99461,-0.064693,-9.7338,0.35262,1.7183,-0.044345,5.7394,-4.2341,-0.0145,0.07337,-0.01572,0.092175,1.373,0.00070287,0.036547
755.48,0.026994,0.11051,0.23925,0.98999,-0.069586,-9.7205,0.36841,1.7368,-0.04,5.7383,-4.2314,-0.014244,0.075992,0.0075362,0.092175,1.373,0.00045307,0.053232
755.5,0.04352,0.10704,0.23071,0.99405,-0.067406,-9.7447,0.35267,1.7053,-0.04,5.737,-4.229,-0.013902,0.078614,0.02026,0.092175,1.373,0.00020328,0.069918
755.52,0.060744,0.099028,0.21824,0.99723,-0.064589,-9.7394,0.33708,1.6742,-0.04,5.7357,-4.2267,-0.013577,0.081237,-0.0043701,0.092175,1.3715,0,0.080388
755.54,0.053598,0.07597,0.20943,0.99365,-0.060225,-9.7297,0.32218,1.6444,-0.04,5.7344,-4.2244,-0.013322,0.083859,-0.029,0.092175,1.3639,0,0.063697
755.56,0.058915,0.098851,0.27324,0.9879,-0.051791,-9.7258,0.30725,1.6145,-0.04,5.7332,-4.2221,-0.013006,0.086482,-0.05363,0.092175,1.3563,0,0.047007
755.58,0.078132,0.089483,0.25807,0.9844,-0.070221,-9.7349,0.29222,1.5844,-0.04,5.7319,-4.2198,-0.012438,0.089104,-0.07826,0.092175,1.3487,0,0.030316
755.6,0.030461,0.096167,0.24663,1.004,-0.069798,-9.7468,0.27719,1.5544,-0.039063,5.7306,-4.2176,-0.011891,0.091727,-0.10519,0.092175,1.341,0,0.013625
755.62,0.027886,0.082678,0.18668,0.99972,-0.069765,-9.7201,0.26214,1.5243,-0.034048,5.7293,-4.2153,-0.011426,0.094349,-0.14056,0.09048,1.3362,4.60E-05,0.0030697
755.64,0.00071955,0.030186,0.17091,0.99049,-0.071159,-9.7192,0.24724,1.4945,-0.03,5.728,-4.2131,-0.011148,0.096971,-0.17593,0.081257,1.3439,0.00029613,0.01978
755.66,-0.0043651,0.041192,0.21134,0.9794,-0.071899,-9.728,0.23296,1.4659,-0.03,5.7267,-4.2109,-0.011582,0.098397,-0.2113,0.072033,1.3515,0.0005463,0.036491
755.68,0.027627,0.080908,0.25048,0.98471,-0.06062,-9.7108,0.22048,1.4405,-0.03,5.7253,-4.2087,-0.01211,0.095777,-0.24668,0.062809,1.3591,0.00079647,0.053202
755.7,0.0173,0.09268,0.27272,0.99703,-0.072153,-9.7289,0.22574,1.4457,-0.03,5.7238,-4.2063,-0.013408,0.093158,-0.27136,0.053585,1.3668,0.0010466,0.069912
755.72,-0.0016414,0.1202,0.23842,0.98978,-0.059937,-9.7328,0.23,1.4519,-0.030948,5.7222,-4.204,-0.014676,0.090538,-0.25491,0.047806,1.373,0.0012034,0.083496
755.74,0.053507,0.091985,0.24478,0.9795,-0.046911,-9.7279,0.23,1.4619,-0.035932,5.7207,-4.2018,-0.015825,0.087918,-0.23846,0.056992,1.373,0.00095423,0.083496
755.76,0.093015,0.068804,0.22619,0.9971,-0.050925,-9.7422,0.23092,1.4709,-0.04,5.7192,-4.1996,-0.016973,0.085299,-0.22201,0.066179,1.373,0.00070507,0.083496
755.78,0.070739,0.066104,0.18482,1.0021,-0.053262,-9.7264,0.2359,1.4759,-0.04,5.7177,-4.1973,-0.018123,0.082679,-0.20556,0.075365,1.373,0.00045592,0.083496
755.8,0.10111,0.023992,0.19435,0.98558,-0.058077,-9.7414,0.24088,1.4818,-0.04,5.7162,-4.1951,-0.019264,0.08006,-0.19458,0.084551,1.373,0.00020676,0.083496
755.82,0.10476,0.027438,0.22194,0.99728,-0.058503,-9.73,0.24586,1.4917,-0.04,5.7147,-4.1929,-0.020361,0.07744,-0.20378,0.090602,1.3743,0,0.083496
755.84,0.13017,0.069123,0.17037,1.0018,-0.060675,-9.733,0.25081,1.5016,-0.040815,5.7133,-4.1906,-0.021362,0.07482,-0.21297,0.081359,1.3819,0,0.083496
755.86,0.14078,0.092553,0.23512,0.99822,-0.059306,-9.7432,0.25568,1.5114,-0.045678,5.7121,-4.1885,-0.021929,0.073104,-0.22217,0.072115,1.3896,0,0.083496
755.88,0.1497,0.10027,0.24423,1.0009,-0.074833,-9.7353,0.26116,1.52,-0.05,5.711,-4.1864,-0.022447,0.074426,-0.23137,0.062872,1.3972,0,0.083496
755.9,0.11847,0.079572,0.21611,1.0057,-0.065977,-9.7296,0.27155,1.52,-0.05,5.71,-4.1842,-0.022602,0.075747,-0.23083,0.053629,1.4049,0,0.083496
755.92,0.058121,0.11246,0.23176,0.99483,-0.062923,-9.7099,0.28093,1.52,-0.05,5.709,-4.182,-0.022764,0.077069,-0.19574,0.047789,1.4097,0,0.083496
755.94,0.045487,0.1093,0.1898,0.98431,-0.063424,-9.7338,0.28591,1.52,-0.05,5.708,-4.1798,-0.022956,0.078391,-0.16065,0.057026,1.402,0,0.083496
755.96,0.052067,0.09723,0.20142,0.99171,-0.058104,-9.7285,0.29179,1.52,-0.05,5.707,-4.1777,-0.023216,0.079713,-0.12556,0.066264,1.3944,0,0.083496
755.98,0.035853,0.069365,0.20806,0.99516,-0.072911,-9.7303,0.30175,1.52,-0.05,5.7059,-4.1755,-0.023765,0.081034,-0.090473,0.075502,1.3868,0,0.083496
756,0.0049802,0.073252,0.21764,1.0008,-0.059655,-9.7331,0.31,1.5191,-0.05,5.7048,-4.1733,-0.024315,0.082356,-0.066098,0.08474,1.3791,0,0.083496
756.02,-0.022534,0.077356,0.24148,0.9928,-0.06952,-9.7264,0.31,1.5141,-0.05,5.7037,-4.1711,-0.024868,0.083678,-0.081873,0.090383,1.3744,-4.86E-05,0.083496
756.04,0.029214,0.073676,0.19156,0.98772,-0.070349,-9.7099,0.31084,1.5092,-0.05,5.7027,-4.169,-0.025541,0.084999,-0.097649,0.081202,1.382,-0.00029761,0.083496
756.06,0.030185,0.056755,0.20671,0.99739,-0.060535,-9.7322,0.31566,1.5043,-0.05,5.7024,-4.1677,-0.026741,0.085149,-0.11342,0.072021,1.3896,-0.00054661,0.083496
756.08,0.063988,0.061672,0.20001,0.99479,-0.049146,-9.7417,0.32052,1.4984,-0.05,5.7021,-4.1664,-0.028025,0.081267,-0.1292,0.062841,1.3972,-0.00079561,0.083496
756.1,0.09637,0.084762,0.19099,0.98991,-0.056829,-9.7532,0.32574,1.4828,-0.05,5.7024,-4.1655,-0.029972,0.077385,-0.14162,0.05366,1.4048,-0.0010446,0.083496
756.12,0.1027,0.080188,0.19172,0.99105,-0.062931,-9.7386,0.33092,1.4672,-0.050917,5.7026,-4.1646,-0.031879,0.073503,-0.14216,0.046087,1.4111,-0.001206,0.083496
756.14,0.011482,0.063468,0.20086,0.99403,-0.072547,-9.7412,0.33592,1.4522,-0.055923,5.7027,-4.1636,-0.033622,0.069622,-0.14269,0.046087,1.4111,-0.00095471,0.083496
756.16,-0.016976,0.085396,0.23359,0.99512,-0.063384,-9.7187,0.34093,1.4372,-0.06,5.7028,-4.1626,-0.035317,0.06574,-0.14323,0.046087,1.4111,-0.00070343,0.083496
756.18,-0.067032,0.066206,0.19579,0.99862,-0.067786,-9.7085,0.34592,1.4222,-0.06,5.7028,-4.1615,-0.036824,0.061858,-0.14376,0.046087,1.4111,-0.00045215,0.083496
756.2,-0.076535,0.11854,0.21108,0.979,-0.072242,-9.7146,0.35,1.4073,-0.06,5.7027,-4.1604,-0.03831,0.057977,-0.14689,0.046087,1.4111,-0.00020087,0.083496
756.22,-0.11046,0.10175,0.25858,0.98073,-0.063253,-9.7154,0.35,1.3923,-0.06,5.7025,-4.1592,-0.039712,0.054095,-0.15942,0.046087,1.4111,0,0.080156
756.24,-0.11293,0.090228,0.26626,0.99771,-0.06876,-9.7398,0.35,1.3791,-0.05911,5.7026,-4.1581,-0.041074,0.050718,-0.17195,0.046087,1.4111,0,0.063507
756.26,-0.11779,0.083283,0.27401,1.0032,-0.080385,-9.729,0.35,1.3741,-0.054081,5.7036,-4.1575,-0.042255,0.049359,-0.18448,0.046087,1.4111,0,0.046857
756.28,-0.023653,0.07307,0.24402,1.0152,-0.060877,-9.7179,0.34906,1.3719,-0.050942,5.7045,-4.157,-0.043418,0.047999,-0.19701,0.046087,1.4111,0,0.030207
756.3,0.012227,0.064081,0.23954,1.0102,-0.056335,-9.7172,0.34406,1.3819,-0.055944,5.7053,-4.1563,-0.044513,0.04664,-0.21177,0.046087,1.4111,0,0.013558
756.32,0.085216,0.079746,0.21961,0.99804,-0.069329,-9.7299,0.34,1.3929,-0.059047,5.7061,-4.1555,-0.045601,0.04528,-0.23479,0.044372,1.4111,0,0.0031071
756.34,0.13971,0.077321,0.21132,0.99853,-0.070807,-9.7226,0.34,1.408,-0.054002,5.7067,-4.1547,-0.046662,0.043921,-0.25781,0.035137,1.4111,0,0.019839
756.36,0.17038,0.098344,0.2373,1.0069,-0.065085,-9.7241,0.34,1.421,-0.05,5.7073,-4.1539,-0.047721,0.042561,-0.28083,0.025901,1.4111,0,0.036571
756.38,0.17471,0.072705,0.21487,1.0084,-0.06196,-9.732,0.34,1.4259,-0.05,5.7078,-4.153,-0.048771,0.041202,-0.30386,0.016666,1.4111,0,0.053303
756.4,0.1071,0.10037,0.18235,0.99841,-0.069885,-9.7348,0.34,1.4317,-0.05,5.7083,-4.1521,-0.049824,0.039842,-0.31271,0.0074304,1.4111,0,0.070035
756.42,0.047291,0.094759,0.16921,0.99171,-0.072198,-9.7268,0.34,1.4416,-0.05,5.7085,-4.151,-0.050886,0.038483,-0.26806,0.0017938,1.4096,-4.87E-05,0.083496
756.44,0.010613,0.055926,0.19224,0.99365,-0.068956,-9.7381,0.34,1.4515,-0.05,5.7089,-4.15,-0.051867,0.037123,-0.22342,0.010972,1.402,-0.00029758,0.083496
756.46,-0.015934,0.055253,0.2434,0.9981,-0.059496,-9.7551,0.34,1.4611,-0.05,5.7092,-4.1493,-0.052459,0.036056,-0.17877,0.02015,1.3944,-0.00054651,0.083496
756.48,-0.053081,0.097176,0.23954,0.9954,-0.049901,-9.7457,0.33885,1.47,-0.05,5.7096,-4.1485,-0.053022,0.036056,-0.13413,0.029328,1.3868,-0.00079544,0.083496
756.5,-0.026082,0.096403,0.24173,1.0021,-0.05412,-9.7236,0.32302,1.47,-0.05,5.7101,-4.1479,-0.053313,0.036056,-0.099007,0.038506,1.3792,-0.0010444,0.083496
756.52,0.042472,0.065577,0.24629,0.99206,-0.059224,-9.7328,0.30911,1.4709,-0.049106,5.7105,-4.1472,-0.053613,0.036056,-0.099899,0.046087,1.373,-0.0012062,0.083496
756.54,0.14061,0.045711,0.20808,1.0059,-0.055711,-9.7412,0.30406,1.4759,-0.04406,5.7108,-4.1465,-0.05395,0.036056,-0.10079,0.046087,1.373,-0.00095463,0.083496
756.56,0.22817,0.072572,0.16276,0.99719,-0.054741,-9.734,0.29903,1.48,-0.04,5.711,-4.1457,-0.054305,0.036056,-0.10168,0.046087,1.373,-0.00070303,0.083496
756.58,0.2601,0.092909,0.18503,0.99799,-0.044009,-9.731,0.29405,1.48,-0.04,5.7111,-4.1448,-0.054727,0.036056,-0.10257,0.046087,1.373,-0.00045143,0.083496
756.6,0.22975,0.093812,0.14549,0.99526,-0.054603,-9.7354,0.28906,1.48,-0.040935,5.7113,-4.1438,-0.055157,0.036056,-0.11145,0.046087,1.373,-0.00019982,0.083496
756.62,0.26349,0.083521,0.1848,0.99869,-0.059924,-9.7319,0.28409,1.48,-0.045913,5.7113,-4.1428,-0.055618,0.036056,-0.14945,0.046087,1.373,-5.13E-05,0.083496
756.64,0.19916,0.10362,0.15302,0.99121,-0.073859,-9.7398,0.27914,1.48,-0.05,5.7113,-4.1418,-0.056017,0.036056,-0.18744,0.046087,1.373,-0.00030071,0.083496
756.66,0.054732,0.12219,0.12832,0.98814,-0.068617,-9.7328,0.27435,1.48,-0.05,5.7114,-4.1412,-0.05615,0.037088,-0.22544,0.046087,1.373,-0.0005501,0.083496
756.68,-0.038106,0.088177,0.20869,0.97795,-0.070728,-9.7343,0.26951,1.4795,-0.049513,5.7114,-4.1407,-0.056253,0.042431,-0.26343,0.046087,1.373,-0.00079948,0.083496
756.7,-0.044736,0.098425,0.28566,0.99249,-0.07452,-9.7273,0.26424,1.4742,-0.044238,5.7115,-4.1404,-0.056102,0.047773,-0.28698,0.046087,1.373,-0.0010489,0.083496
756.72,-0.045526,0.12429,0.2648,0.9901,-0.079878,-9.7336,0.25902,1.469,-0.04,5.7116,-4.1401,-0.05597,0.053116,-0.25876,0.047868,1.373,-0.0012017,0.083496
756.74,-0.023093,0.11261,0.24578,1.0012,-0.060157,-9.7338,0.25404,1.464,-0.04,5.7116,-4.1396,-0.055909,0.058458,-0.23054,0.057068,1.373,-0.00095218,0.083496
756.76,0.0021762,0.084471,0.24535,1.0034,-0.062037,-9.734,0.25,1.4591,-0.04,5.7115,-4.1392,-0.055883,0.0638,-0.20232,0.066268,1.373,-0.00070265,0.083496
756.78,0.090315,0.10104,0.21566,1.0074,-0.068048,-9.7278,0.25,1.4541,-0.04,5.7114,-4.1386,-0.055999,0.069143,-0.1741,0.075468,1.373,-0.00045312,0.083496
756.8,0.14441,0.12895,0.19896,0.99255,-0.06127,-9.7228,0.25,1.4491,-0.04,5.7112,-4.1379,-0.056126,0.074485,-0.15431,0.084668,1.373,-0.00020359,0.083496
756.82,0.17709,0.11362,0.20388,0.99093,-0.066285,-9.7329,0.25,1.4441,-0.04,5.7109,-4.1371,-0.056304,0.079827,-0.16473,0.092175,1.373,0,0.083496
756.84,0.18435,0.066491,0.22974,0.99194,-0.066547,-9.7204,0.25,1.44,-0.04,5.7106,-4.1364,-0.056456,0.08517,-0.17515,0.092175,1.373,0,0.083496
756.86,0.14363,0.10275,0.23724,0.98463,-0.067625,-9.7273,0.25,1.44,-0.04,5.7103,-4.1357,-0.056482,0.089817,-0.18558,0.092175,1.373,0,0.083496
756.88,0.050915,0.075675,0.1991,0.99104,-0.070364,-9.7341,0.24955,1.4405,-0.040454,5.7098,-4.1351,-0.0565,0.091689,-0.196,0.092175,1.373,0,0.083496
756.9,-0.043166,0.05582,0.22348,0.9992,-0.069606,-9.7263,0.24433,1.4457,-0.045672,5.7092,-4.1344,-0.056439,0.09356,-0.20265,0.092175,1.373,0,0.083496
756.92,-0.061106,0.044909,0.22437,0.98534,-0.068335,-9.7197,0.23827,1.4509,-0.05,5.7086,-4.1337,-0.056391,0.095432,-0.19597,0.09062,1.3742,-4.22E-05,0.083496
756.94,-0.10478,0.066781,0.20749,0.98417,-0.058977,-9.7246,0.22811,1.4559,-0.05,5.7079,-4.1329,-0.056395,0.097303,-0.18928,0.081331,1.3819,-0.00029412,0.083496
756.96,-0.12148,0.074232,0.22965,0.99607,-0.063098,-9.735,0.22,1.462,-0.05,5.7073,-4.1321,-0.056432,0.099175,-0.1826,0.072041,1.3896,-0.00054608,0.083496
756.98,-0.055726,0.089271,0.2196,0.99774,-0.06247,-9.744,0.22,1.4718,-0.05,5.7065,-4.1312,-0.056593,0.10105,-0.17592,0.062751,1.3973,-0.00079803,0.083496
757,-0.0015139,0.039172,0.22354,0.99438,-0.055982,-9.7376,0.22,1.4808,-0.05,5.7058,-4.1302,-0.056763,0.10292,-0.16808,0.053462,1.405,-0.00105,0.083496
757.02,0.096011,0.075183,0.24034,0.99562,-0.055062,-9.7361,0.22,1.4859,-0.05,5.705,-4.1291,-0.056975,0.10479,-0.15528,0.047974,1.4095,-0.0011476,0.083496
757.04,0.1766,0.073233,0.1785,1.0051,-0.061088,-9.7376,0.21911,1.4909,-0.050892,5.7042,-4.1282,-0.057181,0.10666,-0.14248,0.057128,1.402,-0.00065108,0.083496
757.06,0.20148,0.099837,0.1884,0.99297,-0.065043,-9.7351,0.21433,1.4957,-0.055673,5.7034,-4.128,-0.057365,0.10633,-0.12967,0.066282,1.3944,-0.00015453,0.083496
757.08,0.19563,0.053233,0.1899,0.97515,-0.048817,-9.7388,0.21,1.499,-0.06,5.7026,-4.1279,-0.057554,0.096923,-0.11687,0.075436,1.3868,0.00034203,0.083496
757.1,0.13036,0.090635,0.20379,1.0015,-0.056552,-9.7166,0.21,1.4886,-0.06,5.7017,-4.1283,-0.057782,0.087515,-0.10611,0.08459,1.3792,0.00083858,0.083496
757.12,0.080484,0.086438,0.17678,0.99771,-0.077012,-9.7051,0.20912,1.4774,-0.06,5.7007,-4.1286,-0.058007,0.078108,-0.1022,0.092175,1.373,0.0016799,0.083496
757.14,-0.021715,0.11124,0.23222,0.99277,-0.081159,-9.7226,0.20409,1.4623,-0.06,5.6998,-4.1289,-0.058223,0.0687,-0.098297,0.092175,1.373,0.0041874,0.083496
757.16,-0.093155,0.082565,0.25365,0.98575,-0.064789,-9.7248,0.19907,1.4472,-0.06,5.6989,-4.1291,-0.058466,0.059293,-0.094391,0.092175,1.373,0.006695,0.083496
757.18,-0.13228,0.067217,0.24029,0.9855,-0.066952,-9.7235,0.19409,1.4323,-0.06,5.6979,-4.129,-0.05882,0.049885,-0.090486,0.092175,1.373,0.0092025,0.083496
757.2,-0.079113,0.073178,0.22272,0.99558,-0.076651,-9.7314,0.1909,1.4173,-0.059103,5.6968,-4.1289,-0.059177,0.040478,-0.090505,0.092175,1.373,0.01171,0.083496
757.22,0.021003,0.099794,0.22535,1.0127,-0.080812,-9.7357,0.1959,1.4023,-0.054096,5.6958,-4.1287,-0.059546,0.03107,-0.10532,0.092175,1.373,0.013239,0.080391
757.24,0.097751,0.097537,0.21057,1.0032,-0.068965,-9.7252,0.2,1.3874,-0.050868,5.6948,-4.1286,-0.059956,0.021663,-0.12014,0.092175,1.373,0.010496,0.063739
757.26,0.20029,0.10592,0.18982,0.99881,-0.06063,-9.7226,0.2,1.3731,-0.055644,5.6942,-4.1286,-0.060541,0.014493,-0.13496,0.092175,1.373,0.007754,0.047086
